Date,148070.KS,294400.KS,BIL,BWX,EMB,HYG,IEF,LQD,META,NVDA,SHY,SPY,TIP,TLT,VEA
2021-02-04,113282.3125,49600.0,79.54315948486328,28.376155853271484,91.37811279296875,68.36693572998047,105.09384155273438,114.31291961669922,265.0359802246094,13.626688957214355,77.35306549072266,362.5669250488281,106.46409606933594,129.66893005371094,41.9355354309082
2021-02-05,113245.2578125,50225.0,79.54315948486328,28.422740936279297,91.48226928710938,68.46861267089844,104.87128448486328,114.00845336914062,266.63720703125,13.55363941192627,77.37102508544922,363.993896484375,106.4390869140625,128.58316040039062,42.24869155883789
2021-02-08,112972.015625,49730.0,79.54315948486328,28.534523010253906,91.48226928710938,68.67201232910156,104.91575622558594,114.49900817871094,265.12548828125,14.399060249328613,77.36207580566406,366.6225891113281,106.53912353515625,129.14772033691406,42.51834487915039
2021-02-09,113129.484375,49570.0,79.54315948486328,28.599742889404297,91.15388488769531,68.54684448242188,104.99590301513672,114.32140350341797,267.9798278808594,14.224043846130371,77.3441162109375,366.3785400390625,106.59747314453125,129.24327087402344,42.761898040771484
2021-02-10,112944.2265625,49900.0,79.53445434570312,28.590423583984375,91.33808898925781,68.53121185302734,105.26289367675781,114.5920181274414,270.38665771484375,14.723666191101074,77.35306549072266,366.2188720703125,106.6891098022461,130.10324096679688,42.666221618652344
2021-02-11,,,79.54315948486328,28.68359375,91.3941879272461,68.56250762939453,105.18282318115234,114.28755950927734,268.9147644042969,15.208827018737793,77.35306549072266,366.8103942871094,106.56412506103516,129.39097595214844,42.9445686340332
2021-02-12,,,79.53445434570312,28.553159713745117,90.88958740234375,68.67201232910156,104.83573150634766,113.91536712646484,269.02410888671875,14.920125007629395,77.36207580566406,368.622314453125,106.38909912109375,127.78399658203125,43.1446418762207
2021-02-15,112657.0859375,50670.0,,,,,,,,,,,,,
2021-02-16,112819.1796875,50865.0,79.54315948486328,28.320268630981445,89.77630615234375,68.56250762939453,104.07918548583984,113.11190032958984,272.4752197265625,15.288111686706543,77.335205078125,368.3031311035156,105.8723373413086,125.8382339477539,43.40559387207031
2021-02-17,112796.0234375,50330.0,79.54315948486328,28.245738983154297,90.2728271484375,68.53902435302734,104.15038299560547,113.6785659790039,272.0773620605469,14.865029335021973,77.35306549072266,368.38763427734375,105.83067321777344,126.6373291015625,43.13593673706055
2021-02-18,112865.4921875,49610.0,79.53445434570312,28.310945510864258,90.1767578125,68.44517517089844,104.1414794921875,113.45865631103516,267.9201965332031,14.788236618041992,77.35306549072266,366.8197937011719,105.38895416259766,126.12489318847656,42.85758972167969
2021-02-19,112661.7109375,50025.0,79.54315948486328,28.301639556884766,89.69621276855469,68.45298767089844,103.72315216064453,112.63821411132812,260.13287353515625,14.885470390319824,77.36207580566406,366.1720275878906,104.93888854980469,124.44847869873047,43.057655334472656
2021-02-22,112263.421875,49520.0,79.53445434570312,28.292322158813477,89.0875244140625,68.24174499511719,103.55409240722656,111.93619537353516,258.9095764160156,14.316289901733398,77.3441162109375,363.3554992675781,104.93058013916016,123.50164794921875,42.92716979980469
2021-02-23,112369.9453125,49425.0,79.53445434570312,28.292322158813477,89.19160461425781,68.4060287475586,103.63419342041016,112.02076721191406,264.409423828125,14.103126525878906,77.35306549072266,363.7967529296875,104.95555877685547,123.14546203613281,42.9445686340332
2021-02-24,112865.4921875,48390.0,79.52578735351562,28.2736873626709,89.3277587890625,68.47647094726562,103.49177551269531,112.18993377685547,262.86785888671875,14.459146499633789,77.335205078125,367.8054504394531,104.87224578857422,122.3376693725586,43.10114288330078
2021-02-25,112564.453125,50150.0,79.53445434570312,27.956947326660156,87.7339096069336,67.8271255493164,102.11224365234375,110.4136962890625,253.3003692626953,13.270920753479004,77.2187728881836,358.9429016113281,103.58872985839844,120.33984375,42.3704719543457
